blueprint_path,blueprint_short,species_key,display_name_pt,dino_role,tier,prestige_rank,commerce_channel,R,B,mercado_0,mercado_254,encomenda_0,encomenda_254,id_loja_novo,id_loja_antigo_l1,id_loja_antigo_l200,price_antigo_l1,price_antigo_l200
/Game/PrimalEarth/Dinos/Gallimimus/Galli_Character_BP.Galli_Character_BP,Galli_Character_BP.Galli_Character_BP,gallimimus,Gallimimus,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,gallimimus,,gallimimus,0,0
/Game/PrimalEarth/Dinos/Iguanodon/Iguanodon_Character_BP.Iguanodon_Character_BP,Iguanodon_Character_BP.Iguanodon_Character_BP,iguanodon,Iguanodon,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,iguanodon,,iguanodon,0,0
/Game/PrimalEarth/Dinos/Kaprosuchus/Kaprosuchus_Character_BP.Kaprosuchus_Character_BP,Kaprosuchus_Character_BP.Kaprosuchus_Character_BP,kaprosuchus,Kaprosuchus,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,kaprosuchus,,kaprosuchus,0,0
/Game/PrimalEarth/Dinos/Lystrosaurus/Lystro_Character_BP.Lystro_Character_BP,Lystro_Character_BP.Lystro_Character_BP,lystrosaurus,Lystrosaurus,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,lystrosaurus,,lystrosaurus,0,0
/Game/PrimalEarth/Dinos/Mammoth/Mammoth_Character_BP.Mammoth_Character_BP,Mammoth_Character_BP.Mammoth_Character_BP,mammoth,Mamute (Mammoth),utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,mammoth,,mammoth,0,0
/Game/PrimalEarth/Dinos/Manta/Manta_Character_BP.Manta_Character_BP,Manta_Character_BP.Manta_Character_BP,manta,Manta,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,manta,,manta,0,0
/Game/PrimalEarth/Dinos/Stag/Stag_Character_BP.Stag_Character_BP,Stag_Character_BP.Stag_Character_BP,megaloceros,Megaloceros,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,megaloceros,,megaloceros,0,0
/Game/PrimalEarth/Dinos/Megalodon/Megalodon_Character_BP.Megalodon_Character_BP,Megalodon_Character_BP.Megalodon_Character_BP,megalodon,Megalodonte (Megalodon),ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,megalodon,,megalodon,0,0
/Game/PrimalEarth/Dinos/Monkey/Monkey_Character_BP.Monkey_Character_BP,Monkey_Character_BP.Monkey_Character_BP,mesopithecus,Mesopithecus,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,mesopithecus,,mesopithecus,0,0
/Game/PrimalEarth/Dinos/Moschops/Moschops_Character_BP.Moschops_Character_BP,Moschops_Character_BP.Moschops_Character_BP,moschops,Moschops,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,moschops,,moschops,0,0
/Game/PrimalEarth/Dinos/Mosa/Mosa_Character_BP.Mosa_Character_BP,Mosa_Character_BP.Mosa_Character_BP,mosasaurus,Mosassauro (Mosasaurus),ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,mosasaurus,,mosasaurus,0,0
/Game/PrimalEarth/Dinos/Pachy/Pachy_Character_BP.Pachy_Character_BP,Pachy_Character_BP.Pachy_Character_BP,pachy,Pachycephalosaurus,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,pachy,,pachy,0,0
/Game/PrimalEarth/Dinos/Pachyrhino/Pachyrhino_Character_BP.Pachyrhino_Character_BP,Pachyrhino_Character_BP.Pachyrhino_Character_BP,pachyrhinosaurus,Pachyrhinosaurus,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,pachyrhinosaurus,,pachyrhinosaurus,0,0
/Game/PrimalEarth/Dinos/Para/Para_Character_BP.Para_Character_BP,Para_Character_BP.Para_Character_BP,parasaur,Parasaur,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,parasaur,,parasaur,0,0
/Game/PrimalEarth/Dinos/Pela/Pela_Character_BP.Pela_Character_BP,Pela_Character_BP.Pela_Character_BP,pelagornis,Pelagornis,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,pelagornis,,pelagornis,0,0
/Game/PrimalEarth/Dinos/Plesiosaur/Plesiosaur_Character_BP.Plesiosaur_Character_BP,Plesiosaur_Character_BP.Plesiosaur_Character_BP,plesiosaur,Plesiossauro,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,plesiosaur,,plesiosaur,0,0
/Game/PrimalEarth/Dinos/Procoptodon/Procoptodon_Character_BP.Procoptodon_Character_BP,Procoptodon_Character_BP.Procoptodon_Character_BP,procoptodon,Procoptodon,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,procoptodon,,procoptodon,0,0
/Game/PrimalEarth/Dinos/Ptero/Ptero_Character_BP.Ptero_Character_BP,Ptero_Character_BP.Ptero_Character_BP,pteranodon,Pteranodonte,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,pteranodon,,pteranodon,0,0
/Game/PrimalEarth/Dinos/Scorpion/Scorpion_Character_BP.Scorpion_Character_BP,Scorpion_Character_BP.Scorpion_Character_BP,pulmonoscorpius,Pulmonoscorpius,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,pulmonoscorpius,,pulmonoscorpius,0,0
/Game/PrimalEarth/Dinos/Quetz/Quetz_Character_BP.Quetz_Character_BP,Quetz_Character_BP.Quetz_Character_BP,quetzal,Quetzal,locomocao,A,62,market_p2p,7000,35000,7000,42000,11200,58450,quetzal,,quetzal,0,0
/Game/PrimalEarth/Dinos/Raptor/Raptor_Character_BP.Raptor_Character_BP,Raptor_Character_BP.Raptor_Character_BP,raptor,Raptor,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,raptor,,raptor,0,0
/Game/PrimalEarth/Dinos/Sarco/Sarco_Character_BP.Sarco_Character_BP,Sarco_Character_BP.Sarco_Character_BP,sarco,Sarcosuchus,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,sarco,,sarco,0,0
/Game/PrimalEarth/Dinos/Spino/Spino_Character_BP.Spino_Character_BP,Spino_Character_BP.Spino_Character_BP,spinosaur,Spinossauro,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,spinosaur,,spinosaur,0,0
/Game/PrimalEarth/Dinos/Stego/Stego_Character_BP.Stego_Character_BP,Stego_Character_BP.Stego_Character_BP,stegosaurus,Estegossauro,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,stegosaurus,,stegosaurus,0,0
/Game/PrimalEarth/Dinos/Tapejara/Tapejara_Character_BP.Tapejara_Character_BP,Tapejara_Character_BP.Tapejara_Character_BP,tapejara,Tapejara,locomocao,B,46,market_p2p,3500,31500,3500,35000,5600,48125,tapejara,,tapejara,0,0
/Game/PrimalEarth/Dinos/TerrorBird/TerrorBird_Character_BP.TerrorBird_Character_BP,TerrorBird_Character_BP.TerrorBird_Character_BP,terror_bird,Terror Bird,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,terror_bird,,terror_bird,0,0
/Game/PrimalEarth/Dinos/Therizino/Therizino_Character_BP.Therizino_Character_BP,Therizino_Character_BP.Therizino_Character_BP,therizinosaur,Therizinossauro,utilitario,A,62,market_p2p,7000,35000,7000,42000,11200,58450,therizinosaur,,therizinosaur,0,0
/Game/PrimalEarth/Dinos/Thylacoleo/Thylacoleo_Character_BP.Thylacoleo_Character_BP,Thylacoleo_Character_BP.Thylacoleo_Character_BP,thylacoleo,Thylacoleo,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,thylacoleo,,thylacoleo,0,0
/Game/PrimalEarth/Dinos/Trike/Trike_Character_BP.Trike_Character_BP,Trike_Character_BP.Trike_Character_BP,triceratops,Triceratops,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,triceratops,,triceratops,0,0
/Game/PrimalEarth/Dinos/Rhino/Rhino_Character_BP.Rhino_Character_BP,Rhino_Character_BP.Rhino_Character_BP,woolly_rhino,Rinoceronte Lanoso,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,woolly_rhino,,woolly_rhino,0,0
/Game/PrimalEarth/Dinos/Toad/Toad_Character_BP.Toad_Character_BP,Toad_Character_BP.Toad_Character_BP,beelzebufo,Beelzebufo,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,beelzebufo,,beelzebufo,0,0
/Game/PrimalEarth/Dinos/Dimorph/Dimorph_Character_BP.Dimorph_Character_BP,Dimorph_Character_BP.Dimorph_Character_BP,dimorphodon,Dimorphodon,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,dimorphodon,,dimorphodon,0,0
/Game/PrimalEarth/Dinos/Diplocaulus/Diplocaulus_Character_BP.Diplocaulus_Character_BP,Diplocaulus_Character_BP.Diplocaulus_Character_BP,diplocaulus,Diplocaulus,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,diplocaulus,,diplocaulus,0,0
/Game/PrimalEarth/Dinos/DungBeetle/DungBeetle_Character_BP.DungBeetle_Character_BP,DungBeetle_Character_BP.DungBeetle_Character_BP,dung_beetle,Besouro do Esterco,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,dung_beetle,,dung_beetle,0,0
/Game/PrimalEarth/Dinos/Bee/Bee_Character_BP.Bee_Character_BP,Bee_Character_BP.Bee_Character_BP,giant_bee,Abelha Gigante,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,giant_bee,,giant_bee,0,0
/Game/PrimalEarth/Dinos/Dolphin/Dolphin_Character_BP.Dolphin_Character_BP,Dolphin_Character_BP.Dolphin_Character_BP,ichthyosaurus,Ictiosaurus (Ichthyosaurus),locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,ichthyosaurus,,ichthyosaurus,0,0
/Game/PrimalEarth/Dinos/Kairuku/Kairuku_Character_BP.Kairuku_Character_BP,Kairuku_Character_BP.Kairuku_Character_BP,kairuku,Kairuku,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,kairuku,,kairuku,0,0
/Game/PrimalEarth/Dinos/Liopleurodon/Liopleurodon_Character_BP.Liopleurodon_Character_BP,Liopleurodon_Character_BP.Liopleurodon_Character_BP,liopleurodon,Liopleurodon,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,liopleurodon,,liopleurodon,0,0
/Game/PrimalEarth/Dinos/Oviraptor/Oviraptor_Character_BP.Oviraptor_Character_BP,Oviraptor_Character_BP.Oviraptor_Character_BP,oviraptor,Oviraptor,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,oviraptor,,oviraptor,0,0
/Game/PrimalEarth/Dinos/Titanosaur/Titanosaur_Character_BP.Titanosaur_Character_BP,Titanosaur_Character_BP.Titanosaur_Character_BP,titanosaur,Titanossauro,utilitario,S,78,market_p2p,9500,65500,9500,75000,15200,103625,titanosaur,,titanosaur,0,0
/Game/PrimalEarth/Dinos/Troodon/Troodon_Character_BP.Troodon_Character_BP,Troodon_Character_BP.Troodon_Character_BP,troodon,Troodon,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,troodon,,troodon,0,0
/Game/PrimalEarth/Dinos/Tusoteuthis/Tusoteuthis_Character_BP.Tusoteuthis_Character_BP,Tusoteuthis_Character_BP.Tusoteuthis_Character_BP,tusoteuthis,Tusoteuthis,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,tusoteuthis,,tusoteuthis,0,0
/Game/ScorchedEarth/Dinos/Mantis/Mantis_Character_BP.Mantis_Character_BP,Mantis_Character_BP.Mantis_Character_BP,mantis,Mantis,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,mantis,,mantis,0,0
/Game/ScorchedEarth/Dinos/Camelsaurus/camelsaurus_Character_BP.camelsaurus_Character_BP,camelsaurus_Character_BP.camelsaurus_Character_BP,morellatops,Morellatops,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,morellatops,,morellatops,0,0
/Game/ScorchedEarth/Dinos/Phoenix/Phoenix_Character_BP.Phoenix_Character_BP,Phoenix_Character_BP.Phoenix_Character_BP,phoenix,Fênix (Phoenix),ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,phoenix,,phoenix,0,0
/Game/ScorchedEarth/Dinos/RockGolem/RockGolem_Character_BP.RockGolem_Character_BP,RockGolem_Character_BP.RockGolem_Character_BP,rock_elemental,Elemental de Pedra,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,rock_elemental,,rock_elemental,0,0
/Game/ScorchedEarth/Dinos/SpineyLizard/SpineyLizard_Character_BP.SpineyLizard_Character_BP,SpineyLizard_Character_BP.SpineyLizard_Character_BP,thorny_dragon,Dragão Espinhoso,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,thorny_dragon,,thorny_dragon,0,0
/Game/ScorchedEarth/Dinos/Wyvern/Wyvern_Character_BP_Fire.Wyvern_Character_BP_Fire,Wyvern_Character_BP_Fire.Wyvern_Character_BP_Fire,wyvern_fire,Wyvern de Fogo,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,wyvern_fire,,wyvern_fire,0,0
/Game/ScorchedEarth/Dinos/Wyvern/Wyvern_Character_BP_Lightning.Wyvern_Character_BP_Lightning,Wyvern_Character_BP_Lightning.Wyvern_Character_BP_Lightning,wyvern_lightning,Wyvern Relâmpago,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,wyvern_lightning,,wyvern_lightning,0,0
/Game/ScorchedEarth/Dinos/Wyvern/Wyvern_Character_BP_Poison.Wyvern_Character_BP_Poison,Wyvern_Character_BP_Poison.Wyvern_Character_BP_Poison,wyvern_poison,Wyvern Venenosa,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,wyvern_poison,,wyvern_poison,0,0
/Game/Aberration/Dinos/Basilisk/Basilisk_Character_BP.Basilisk_Character_BP,Basilisk_Character_BP.Basilisk_Character_BP,basilisk,Basilisco (Basilisk),ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,basilisk,,basilisk,0,0
/Game/Aberration/Dinos/Crab/Crab_Character_BP.Crab_Character_BP,Crab_Character_BP.Crab_Character_BP,karkinos,Karkinos,utilitario,A,62,market_p2p,7000,35000,7000,42000,11200,58450,karkinos,,karkinos,0,0
/Game/Aberration/Dinos/CaveWolf/CaveWolf_Character_BP.CaveWolf_Character_BP,CaveWolf_Character_BP.CaveWolf_Character_BP,ravager,Ravager,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,ravager,,ravager,0,0
/Game/Aberration/Dinos/MoleRat/MoleRat_Character_BP.MoleRat_Character_BP,MoleRat_Character_BP.MoleRat_Character_BP,roll_rat,Rato Rolador (Roll Rat),utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,roll_rat,,roll_rat,0,0
/Game/Aberration/Dinos/LanternPug/LanternPug_Character_BP.LanternPug_Character_BP,LanternPug_Character_BP.LanternPug_Character_BP,bulbdog,Bulbdog,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,bulbdog,,bulbdog,0,0
/Game/Aberration/Dinos/LanternBird/LanternBird_Character_BP.LanternBird_Character_BP,LanternBird_Character_BP.LanternBird_Character_BP,featherlight,Featherlight,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,featherlight,,featherlight,0,0
/Game/Aberration/Dinos/LanternLizard/LanternLizard_Character_BP.LanternLizard_Character_BP,LanternLizard_Character_BP.LanternLizard_Character_BP,glowtail,Glowtail,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,glowtail,,glowtail,0,0
/Game/Aberration/Dinos/LanternGoat/LanternGoat_Character_BP.LanternGoat_Character_BP,LanternGoat_Character_BP.LanternGoat_Character_BP,shinehorn,Shinehorn,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,shinehorn,,shinehorn,0,0
/Game/Extinction/Dinos/Gacha/Gacha_Character_BP.Gacha_Character_BP,Gacha_Character_BP.Gacha_Character_BP,gacha,Gacha,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,gacha,,gacha,0,0
/Game/Extinction/Dinos/Gasbags/GasBags_Character_BP.GasBags_Character_BP,GasBags_Character_BP.GasBags_Character_BP,gasbags,Gasbags,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,gasbags,,gasbags,0,0
/Game/Extinction/Dinos/IceJumper/IceJumper_Character_BP.IceJumper_Character_BP,IceJumper_Character_BP.IceJumper_Character_BP,managarmr,Managarmr,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,managarmr,,managarmr,0,0
/Game/Extinction/Dinos/Owl/Owl_Character_BP.Owl_Character_BP,Owl_Character_BP.Owl_Character_BP,snow_owl,Coruja da Neve (Snow Owl),utilitario,A,62,market_p2p,7000,35000,7000,42000,11200,58450,snow_owl,,snow_owl,0,0
/Game/Extinction/Dinos/Spindles/Spindles_Character_BP.Spindles_Character_BP,Spindles_Character_BP.Spindles_Character_BP,velonasaur,Velonasauro,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,velonasaur,,velonasaur,0,0
/Game/Genesis/Dinos/BogSpider/BogSpider_Character_BP.BogSpider_Character_BP,BogSpider_Character_BP.BogSpider_Character_BP,bloodstalker,Bloodstalker,locomocao,A,62,market_p2p,7000,35000,7000,42000,11200,58450,bloodstalker,,bloodstalker,0,0
/Game/Genesis/Dinos/Shapeshifter/Shapeshifter_Small_Character_BP.Shapeshifter_Small_Character_BP,Shapeshifter_Small_Character_BP.Shapeshifter_Small_Character_BP,ferox,Ferox,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,ferox,,ferox,0,0
/Game/Genesis/Dinos/BiomeVariants/Volcano/Cherufe_Character_BP.Cherufe_Character_BP,Cherufe_Character_BP.Cherufe_Character_BP,magmasaur,Magmasauro,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,magmasaur,,magmasaur,0,0
/Game/Genesis2/Dinos/Amargasaurus/Amargasaurus_Character_BP.Amargasaurus_Character_BP,Amargasaurus_Character_BP.Amargasaurus_Character_BP,amargasaurus,Amargassauro,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,amargasaurus,,amargasaurus,0,0
/Game/Genesis2/Dinos/MilkGlider/MilkGlider_character_BP.MilkGlider_character_BP,MilkGlider_character_BP.MilkGlider_character_BP,maewing,Maewing,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,maewing,,maewing,0,0
/Game/Genesis2/Dinos/BrainSlug/BrainSlug_Character_BP.BrainSlug_Character_BP,BrainSlug_Character_BP.BrainSlug_Character_BP,noglin,Noglin,ataque,A,62,market_p2p,9500,65500,9500,75000,15200,103625,noglin,,noglin,0,0
/Game/LostIsland/Dinos/Dinopithecus/Dinopithecus_Character_BP.Dinopithecus_Character_BP,Dinopithecus_Character_BP.Dinopithecus_Character_BP,dinopithecus,Dinopithecus,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,dinopithecus,,dinopithecus,0,0
/Game/LostIsland/Dinos/Sinomacrops/Sinomacrops_Character_BP.Sinomacrops_Character_BP,Sinomacrops_Character_BP.Sinomacrops_Character_BP,sinomacrops,Sinomacrops,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,sinomacrops,,sinomacrops,0,0
/Game/Fjordur/Dinos/Andrewsarchus/Andrewsarchus_Character_BP.Andrewsarchus_Character_BP,Andrewsarchus_Character_BP.Andrewsarchus_Character_BP,andrewsarchus,Andrewsarchus,locomocao,B,46,market_p2p,3500,31500,3500,35000,5600,48125,andrewsarchus,,andrewsarchus,0,0
/Game/Fjordur/Dinos/Fjordhawk/Fjordhawk_Character_BP.Fjordhawk_Character_BP,Fjordhawk_Character_BP.Fjordhawk_Character_BP,fjordhawk,Falcão de Fjordur (Fjordhawk),utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,fjordhawk,,fjordhawk,0,0
/Game/Mods/Additions_Pack/Ceratosaurus/Dinos/CeratosaurusAA_Character_BP.CeratosaurusAA_Character_BP,ceratosaurusaa_character_bp,ceratosaurus,Ceratosaurus,ataque,B,50,market_p2p,3500,31500,3500,35000,5600,48125,ceratosaurus,,ceratosaurus,0,6000
/Game/Mods/Additions_Pack/Deinotherium/Dinos/Deinotherium_Character_BP.Deinotherium_Character_BP,deinotherium_character_bp,deinotherium,Deinotherium,ataque,A,58,market_p2p,7000,35000,7000,42000,11200,61250,deinotherium,,deinotherium,0,10000
/Game/Mods/Additions_Pack/Helicoprion/Dinos/G_Helicoprion_Character_BP.G_Helicoprion_Character_BP,g_helicoprion_character_bp,helicoprion,Helicoprion,utilitario,B,52,market_p2p,3500,31500,3500,35000,5600,48125,helicoprion,,helicoprion,0,6500
